Tereka,0.64
Valen,9.24
Rosaline,0.8
Tywana,0.48
Rivky,1.28
Tyrece,0.48
Sophy,0.94
Shoshannah,0.8
Tynan,0.48
Saulo,1.28
Tyeesha,0.78
Sharrod,1.12
Tyeasha,1.44
Tong,0.14
Travers,0.64
Seng,1.28
Tomy,1.12
Tocara,0.64
Samad,0.64
Timithy,0.78
Taquilla,0.64
Thi,0.78
Sydnie,1.39
Telly,0.75
Shauntell,0.42
Sharea,1.12
Tedd,0.64
foreandr,3.2
Tavarius,0.64
Sherrica,0.8
Taunya,0.48
Shyann,1.39
Tashawn,1.55
Shalandra,0.42
Tarynn,0.64
Storm,0.64
Steward,1.44
Sherrelle,0.64
Sherine,0.64
Sabre,0.64
Sherea,0.64
Shenise,0.48
Shenia,0.48
Sameul,1.28
Shean,0.64
Shazia,0.64
Shaynna,0.64
Shaya,0.64
Shavanna,0.48
Shatora,0.64
Sable,0.8
Rut,1.44
Tyriek,0.78
Sintia,0.64
Satoya,0.64
Shaylin,0.8
Roshell,0.48
Ulisses,0.14
Shadrick,0.64
Romaine,0.64
Siomara,0.8
