CURRENT  : 2022-12-05 23:12:07
PREVIOUS : 2022-12-05 23:10:07
CURRENT  : 2022-12-05 23:14:07
PREVIOUS : 2022-12-05 23:12:07
CURRENT  : 2022-12-05 23:16:07
PREVIOUS : 2022-12-05 23:14:07
CURRENT  : 2022-12-05 23:18:07
PREVIOUS : 2022-12-05 23:16:07
CURRENT  : 2022-12-05 23:20:07
PREVIOUS : 2022-12-05 23:18:07
CURRENT  : 2022-12-05 23:22:07
PREVIOUS : 2022-12-05 23:20:07
CURRENT  : 2022-12-05 23:24:07
PREVIOUS : 2022-12-05 23:22:07
CURRENT  : 2022-12-05 23:26:07
PREVIOUS : 2022-12-05 23:24:07
CURRENT  : 2022-12-05 23:28:07
PREVIOUS : 2022-12-05 23:26:07
DAY CHANGED
CURRENT  : 2022-12-06 08:49:48
PREVIOUS : 2022-12-05 23:28:07
CURRENT  : 2022-12-06 08:51:48
PREVIOUS : 2022-12-06 08:49:48
CURRENT  : 2022-12-06 08:53:48
PREVIOUS : 2022-12-06 08:51:48
CURRENT  : 2022-12-06 08:55:48
PREVIOUS : 2022-12-06 08:53:48
CURRENT  : 2022-12-06 08:57:48
PREVIOUS : 2022-12-06 08:55:48
CURRENT  : 2022-12-06 08:59:48
PREVIOUS : 2022-12-06 08:57:48
CURRENT  : 2022-12-06 09:01:48
PREVIOUS : 2022-12-06 08:59:48
CURRENT  : 2022-12-06 09:03:48
PREVIOUS : 2022-12-06 09:01:48
CURRENT  : 2022-12-06 09:05:48
PREVIOUS : 2022-12-06 09:03:48
CURRENT  : 2022-12-06 09:07:48
PREVIOUS : 2022-12-06 09:05:48
CURRENT  : 2022-12-06 10:13:37
PREVIOUS : 2022-12-06 09:07:48
CURRENT  : 2022-12-06 10:15:37
PREVIOUS : 2022-12-06 10:13:37
CURRENT  : 2022-12-06 10:17:37
PREVIOUS : 2022-12-06 10:15:37
CURRENT  : 2022-12-06 10:19:37
PREVIOUS : 2022-12-06 10:17:37
CURRENT  : 2022-12-06 10:21:37
PREVIOUS : 2022-12-06 10:19:37
CURRENT  : 2022-12-06 10:23:37
PREVIOUS : 2022-12-06 10:21:37
CURRENT  : 2022-12-06 10:25:37
PREVIOUS : 2022-12-06 10:23:37
CURRENT  : 2022-12-06 10:27:37
PREVIOUS : 2022-12-06 10:25:37
CURRENT  : 2022-12-06 10:29:37
PREVIOUS : 2022-12-06 10:27:37
CURRENT  : 2022-12-06 10:31:37
PREVIOUS : 2022-12-06 10:29:37
CURRENT  : 2022-12-06 10:33:37
PREVIOUS : 2022-12-06 10:31:37
CURRENT  : 2022-12-06 10:35:37
PREVIOUS : 2022-12-06 10:33:37
CURRENT  : 2022-12-06 10:37:37
PREVIOUS : 2022-12-06 10:35:37
CURRENT  : 2022-12-06 10:39:37
PREVIOUS : 2022-12-06 10:37:37
CURRENT  : 2022-12-06 10:41:37
PREVIOUS : 2022-12-06 10:39:37
CURRENT  : 2022-12-06 10:43:37
PREVIOUS : 2022-12-06 10:41:37
CURRENT  : 2022-12-06 11:01:16
PREVIOUS : 2022-12-06 10:43:37
CURRENT  : 2022-12-06 11:03:16
PREVIOUS : 2022-12-06 11:01:16
CURRENT  : 2022-12-06 11:05:16
PREVIOUS : 2022-12-06 11:03:16
CURRENT  : 2022-12-06 11:07:16
PREVIOUS : 2022-12-06 11:05:16
CURRENT  : 2022-12-06 11:09:16
PREVIOUS : 2022-12-06 11:07:16
CURRENT  : 2022-12-06 11:11:16
PREVIOUS : 2022-12-06 11:09:16
CURRENT  : 2022-12-06 11:13:16
PREVIOUS : 2022-12-06 11:11:16
CURRENT  : 2022-12-06 11:15:16
PREVIOUS : 2022-12-06 11:13:16
CURRENT  : 2022-12-06 11:17:16
PREVIOUS : 2022-12-06 11:15:16
CURRENT  : 2022-12-06 11:19:16
PREVIOUS : 2022-12-06 11:17:16
CURRENT  : 2022-12-06 11:21:16
PREVIOUS : 2022-12-06 11:19:16
CURRENT  : 2022-12-06 11:23:16
PREVIOUS : 2022-12-06 11:21:16
CURRENT  : 2022-12-06 11:25:16
PREVIOUS : 2022-12-06 11:23:16
CURRENT  : 2022-12-06 11:27:16
PREVIOUS : 2022-12-06 11:25:16
CURRENT  : 2022-12-06 11:29:16
PREVIOUS : 2022-12-06 11:27:16
CURRENT  : 2022-12-06 11:31:16
PREVIOUS : 2022-12-06 11:29:16
CURRENT  : 2022-12-06 11:33:16
PREVIOUS : 2022-12-06 11:31:16
CURRENT  : 2022-12-06 11:35:16
PREVIOUS : 2022-12-06 11:33:16
CURRENT  : 2022-12-06 11:37:16
PREVIOUS : 2022-12-06 11:35:16
CURRENT  : 2022-12-06 11:39:16
PREVIOUS : 2022-12-06 11:37:16
CURRENT  : 2022-12-06 11:41:16
PREVIOUS : 2022-12-06 11:39:16
CURRENT  : 2022-12-06 11:43:16
PREVIOUS : 2022-12-06 11:41:16
CURRENT  : 2022-12-06 11:45:16
PREVIOUS : 2022-12-06 11:43:16
CURRENT  : 2022-12-06 11:47:16
PREVIOUS : 2022-12-06 11:45:16
CURRENT  : 2022-12-06 11:49:16
PREVIOUS : 2022-12-06 11:47:16
CURRENT  : 2022-12-06 11:51:16
PREVIOUS : 2022-12-06 11:49:16
CURRENT  : 2022-12-06 11:53:16
PREVIOUS : 2022-12-06 11:51:16
CURRENT  : 2022-12-06 11:55:16
PREVIOUS : 2022-12-06 11:53:16
CURRENT  : 2022-12-06 11:57:16
PREVIOUS : 2022-12-06 11:55:16
CURRENT  : 2022-12-06 11:59:16
PREVIOUS : 2022-12-06 11:57:16
CURRENT  : 2022-12-06 12:01:16
PREVIOUS : 2022-12-06 11:59:16
CURRENT  : 2022-12-06 12:03:16
PREVIOUS : 2022-12-06 12:01:16
CURRENT  : 2022-12-06 12:05:16
PREVIOUS : 2022-12-06 12:03:16
CURRENT  : 2022-12-06 12:07:16
PREVIOUS : 2022-12-06 12:05:16
CURRENT  : 2022-12-06 12:09:16
PREVIOUS : 2022-12-06 12:07:16
CURRENT  : 2022-12-06 12:11:16
PREVIOUS : 2022-12-06 12:09:16
CURRENT  : 2022-12-06 12:13:16
PREVIOUS : 2022-12-06 12:11:16
CURRENT  : 2022-12-06 12:15:16
PREVIOUS : 2022-12-06 12:13:16
CURRENT  : 2022-12-06 12:17:16
PREVIOUS : 2022-12-06 12:15:16
CURRENT  : 2022-12-06 12:19:16
PREVIOUS : 2022-12-06 12:17:16
CURRENT  : 2022-12-06 12:21:16
PREVIOUS : 2022-12-06 12:19:16
CURRENT  : 2022-12-06 12:23:16
PREVIOUS : 2022-12-06 12:21:16
CURRENT  : 2022-12-06 12:25:16
PREVIOUS : 2022-12-06 12:23:16
CURRENT  : 2022-12-06 12:27:16
PREVIOUS : 2022-12-06 12:25:16
CURRENT  : 2022-12-06 12:29:16
PREVIOUS : 2022-12-06 12:27:16
CURRENT  : 2022-12-06 12:31:16
PREVIOUS : 2022-12-06 12:29:16
CURRENT  : 2022-12-06 12:33:16
PREVIOUS : 2022-12-06 12:31:16
CURRENT  : 2022-12-06 12:35:16
PREVIOUS : 2022-12-06 12:33:16
CURRENT  : 2022-12-06 12:37:16
PREVIOUS : 2022-12-06 12:35:16
CURRENT  : 2022-12-06 12:39:16
PREVIOUS : 2022-12-06 12:37:16
CURRENT  : 2022-12-06 12:41:16
PREVIOUS : 2022-12-06 12:39:16
CURRENT  : 2022-12-06 12:43:16
PREVIOUS : 2022-12-06 12:41:16
CURRENT  : 2022-12-06 12:45:16
PREVIOUS : 2022-12-06 12:43:16
CURRENT  : 2022-12-06 12:47:16
PREVIOUS : 2022-12-06 12:45:16
CURRENT  : 2022-12-06 12:49:16
PREVIOUS : 2022-12-06 12:47:16
CURRENT  : 2022-12-06 12:51:16
PREVIOUS : 2022-12-06 12:49:16
CURRENT  : 2022-12-06 12:53:16
PREVIOUS : 2022-12-06 12:51:16
CURRENT  : 2022-12-06 12:55:16
PREVIOUS : 2022-12-06 12:53:16
CURRENT  : 2022-12-06 12:57:16
PREVIOUS : 2022-12-06 12:55:16
CURRENT  : 2022-12-06 12:59:16
PREVIOUS : 2022-12-06 12:57:16
CURRENT  : 2022-12-06 13:01:16
PREVIOUS : 2022-12-06 12:59:16
CURRENT  : 2022-12-06 13:03:16
PREVIOUS : 2022-12-06 13:01:16
CURRENT  : 2022-12-06 13:05:16
PREVIOUS : 2022-12-06 13:03:16
CURRENT  : 2022-12-06 13:07:16
PREVIOUS : 2022-12-06 13:05:16
CURRENT  : 2022-12-06 13:09:16
PREVIOUS : 2022-12-06 13:07:16
CURRENT  : 2022-12-06 13:11:16
PREVIOUS : 2022-12-06 13:09:16
CURRENT  : 2022-12-06 13:13:16
PREVIOUS : 2022-12-06 13:11:16
CURRENT  : 2022-12-06 13:15:16
PREVIOUS : 2022-12-06 13:13:16
CURRENT  : 2022-12-06 13:17:16
PREVIOUS : 2022-12-06 13:15:16
CURRENT  : 2022-12-06 13:19:16
PREVIOUS : 2022-12-06 13:17:16
CURRENT  : 2022-12-06 13:21:16
PREVIOUS : 2022-12-06 13:19:16
CURRENT  : 2022-12-06 13:23:16
PREVIOUS : 2022-12-06 13:21:16
CURRENT  : 2022-12-06 13:26:09
PREVIOUS : 2022-12-06 13:23:16
CURRENT  : 2022-12-06 13:31:15
PREVIOUS : 2022-12-06 13:26:09
CURRENT  : 2022-12-06 13:34:04
PREVIOUS : 2022-12-06 13:31:15
CURRENT  : 2022-12-06 13:41:12
PREVIOUS : 2022-12-06 13:34:04
CURRENT  : 2022-12-06 13:43:12
PREVIOUS : 2022-12-06 13:41:12
CURRENT  : 2022-12-06 13:46:31
PREVIOUS : 2022-12-06 13:43:12
CURRENT  : 2022-12-06 13:48:31
PREVIOUS : 2022-12-06 13:46:31
CURRENT  : 2022-12-06 13:50:31
PREVIOUS : 2022-12-06 13:48:31
CURRENT  : 2022-12-06 13:52:31
PREVIOUS : 2022-12-06 13:50:31
CURRENT  : 2022-12-06 13:54:31
PREVIOUS : 2022-12-06 13:52:31
CURRENT  : 2022-12-06 13:56:31
PREVIOUS : 2022-12-06 13:54:31
CURRENT  : 2022-12-06 13:58:31
PREVIOUS : 2022-12-06 13:56:31
CURRENT  : 2022-12-06 14:00:31
PREVIOUS : 2022-12-06 13:58:31
CURRENT  : 2022-12-06 14:02:31
PREVIOUS : 2022-12-06 14:00:31
CURRENT  : 2022-12-06 14:04:31
PREVIOUS : 2022-12-06 14:02:31
CURRENT  : 2022-12-06 14:06:31
PREVIOUS : 2022-12-06 14:04:31
CURRENT  : 2022-12-06 14:08:31
PREVIOUS : 2022-12-06 14:06:31
CURRENT  : 2022-12-06 14:10:31
PREVIOUS : 2022-12-06 14:08:31
CURRENT  : 2022-12-06 14:12:31
PREVIOUS : 2022-12-06 14:10:31
CURRENT  : 2022-12-06 14:14:31
PREVIOUS : 2022-12-06 14:12:31
CURRENT  : 2022-12-06 14:16:31
PREVIOUS : 2022-12-06 14:14:31
CURRENT  : 2022-12-06 14:18:31
PREVIOUS : 2022-12-06 14:16:31
CURRENT  : 2022-12-06 14:20:31
PREVIOUS : 2022-12-06 14:18:31
CURRENT  : 2022-12-06 14:22:31
PREVIOUS : 2022-12-06 14:20:31
CURRENT  : 2022-12-06 14:24:31
PREVIOUS : 2022-12-06 14:22:31
CURRENT  : 2022-12-06 14:26:31
PREVIOUS : 2022-12-06 14:24:31
CURRENT  : 2022-12-06 14:28:31
PREVIOUS : 2022-12-06 14:26:31
CURRENT  : 2022-12-06 14:30:31
PREVIOUS : 2022-12-06 14:28:31
CURRENT  : 2022-12-06 14:32:31
PREVIOUS : 2022-12-06 14:30:31
CURRENT  : 2022-12-06 14:34:31
PREVIOUS : 2022-12-06 14:32:31
CURRENT  : 2022-12-06 14:36:31
PREVIOUS : 2022-12-06 14:34:31
CURRENT  : 2022-12-06 14:38:31
PREVIOUS : 2022-12-06 14:36:31
CURRENT  : 2022-12-06 14:40:31
PREVIOUS : 2022-12-06 14:38:31
CURRENT  : 2022-12-06 14:42:31
PREVIOUS : 2022-12-06 14:40:31
CURRENT  : 2022-12-06 14:44:31
PREVIOUS : 2022-12-06 14:42:31
CURRENT  : 2022-12-06 14:46:31
PREVIOUS : 2022-12-06 14:44:31
CURRENT  : 2022-12-06 14:48:31
PREVIOUS : 2022-12-06 14:46:31
CURRENT  : 2022-12-06 14:50:31
PREVIOUS : 2022-12-06 14:48:31
CURRENT  : 2022-12-06 14:52:31
PREVIOUS : 2022-12-06 14:50:31
CURRENT  : 2022-12-06 14:54:31
PREVIOUS : 2022-12-06 14:52:31
CURRENT  : 2022-12-06 14:56:31
PREVIOUS : 2022-12-06 14:54:31
CURRENT  : 2022-12-06 14:58:31
PREVIOUS : 2022-12-06 14:56:31
CURRENT  : 2022-12-06 15:00:31
PREVIOUS : 2022-12-06 14:58:31
CURRENT  : 2022-12-06 15:02:31
PREVIOUS : 2022-12-06 15:00:31
CURRENT  : 2022-12-06 15:04:31
PREVIOUS : 2022-12-06 15:02:31
CURRENT  : 2022-12-06 15:06:31
PREVIOUS : 2022-12-06 15:04:31
CURRENT  : 2022-12-06 15:08:31
PREVIOUS : 2022-12-06 15:06:31
CURRENT  : 2022-12-06 15:10:31
PREVIOUS : 2022-12-06 15:08:31
